Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
28,28,São Judas,-23.6255,-46.6411,6,14608,61,71,30,NORMAL,41,2019-8-2,46,9abcb1a200ea286588f669031d4d7d5d,1-05cfffc8088405ca16b8bc70b365dcb5,13532
43,40,São Judas,-23.6255,-46.6411,16,15850,12,86,43,NORMAL,43,2019-8-10,51,9abcb1a200ea286588f669031d4ed9e5,1-1992529ffff073bfcc4778ddda446213,13540
12,16,Vila Mariana,-23.5895,-46.6346,19,23159,57,66,39,NORMAL,11,2018-3-6,65,9abcb1a200ea286588f669031dbbe121,1-4f8af83063381de9885f4a76b22e1bfc,13746
4,25,Vila Mariana,-23.5895,-46.6346,43,24372,26,4,7,REABASTECER,5,2019-7-22,55,9abeedc2a130c25802eb91e5f8673c8a,1-c0afea180c233a765e3ab611103e5641,14242
22,8,Tatuapé,-23.5402,-46.5765,27,69300,13,2,20,REABASTECER,28,2019-8-23,49,9ac26404971d0747233f6e0f10427120,1-2d98e7aa19b7d1b3250a41239bf10ba3,6353
28,26,Brooklin,-23.6263,-46.6878,42,26369,53,61,11,NORMAL,13,2018-3-15,65,9ac2789673720bb88c218a502b196ed6,1-6f95c1fe0c87306ed371bfaf76b03599,14475
11,28,Brooklin,-23.6263,-46.6878,32,28241,1,47,8,REABASTECER,15,2019-11-18,47,9ac2789673720bb88c218a502b82fd4c,1-14f4a660431156515b427ed72217ef7c,15078
43,22,Brooklin,-23.6263,-46.6878,24,29037,45,20,41,NORMAL,5,2019-11-21,21,9ac2789673720bb88c218a502b852b69,1-cd16b6117688da2cf5c4976215d28ac3,15081
7,39,Brooklin,-23.6263,-46.6878,14,28710,50,79,43,REABASTECER,5,2018-4-30,49,9ac6ecdfd8a30857aa50ed749f670069,1-0ca94e3fa84ccb1a10808910c278706c,14520
18,7,Tamanduateí,-23.59290,-46.5897,21,50839,6,61,25,REABASTECER,19,2019-1-17,33,9ac777a17a307f1360eb97191b055ddf,1-a6a34e4422add37d888064d43f1321b2,3257
6,17,Tamanduateí,-23.59290,-46.5897,13,51430,17,40,35,REABASTECER,15,2019-11-25,31,9ac777a17a307f1360eb97191b1f080d,1-713a6939f3fb9ebe5cee3340d5e6f433,3565
7,28,Tamanduateí,-23.59290,-46.5897,31,50233,19,30,39,NORMAL,18,2019-12-5,28,9ac777a17a307f1360eb97191b1f0c4b,1-c6732b1844417b3b98289f53437069fc,3575
43,39,Sé,-23.55,-46.6333,20,191545,50,62,31,NORMAL,10,2018-2-17,65,9ac777a17a307f1360eb97191b241067,1-551e26dc0baf50173857c07c3f6fbd35,3647
25,38,Sé,-23.55,-46.6333,24,191994,21,77,15,NORMAL,33,2018-3-2,29,9ac777a17a307f1360eb97191b24271e,1-a2cfbd5a7247bf558b387dba48324ef3,3662
11,16,Sé,-23.55,-46.6333,23,192997,38,55,18,NORMAL,14,2019-11-23,59,9ac777a17a307f1360eb97191b6c700b,1-ba95c97446c7b1defd534744fe6ef18f,4283
38,8,Brás,-23.5451,-46.6162,40,73257,29,67,43,NORMAL,8,2018-4-17,47,9ac777a17a307f1360eb97191b76c429,1-544cd33e5952474330d416b169ba9006,4427
39,25,Brás,-23.5451,-46.6162,2,71357,34,57,37,REABASTECER,35,2018-7-10,21,9ac777a17a307f1360eb97191b82369b,1-20c093c69bbeccf795a450792660f85b,4510
43,35,Brás,-23.5451,-46.6162,23,70951,25,65,8,NORMAL,13,2019-6-18,22,9ac777a17a307f1360eb97191ba1e090,1-ff6c8281bf8ea8afed32928dcda686b2,4848
39,37,Brás,-23.5451,-46.6162,28,73888,18,37,43,NORMAL,4,2019-6-30,10,9ac777a17a307f1360eb97191ba1e8c0,1-4648d48f173a9b40d1c2151564be56b2,4860
3,9,Brás,-23.5451,-46.6162,13,73969,19,86,7,REABASTECER,8,2018-1-10,65,9ad5be2a10214044a3c6bb7cbb9f7394,1-254a4d9003aee2ea40c34f6c7f9b8a70,4330
17,30,Brás,-23.5451,-46.6162,12,72379,19,45,25,NORMAL,17,2018-6-24,60,9ad5be2a10214044a3c6bb7cbbdf7936,1-a0871c10311931799348e6c7412f49a7,4494
19,16,Tamanduateí,-23.59290,-46.5897,27,53387,8,48,20,NORMAL,5,2019-9-15,5,9aec8ebb9998b8ab85bfe67d92773bd6,1-6bf9d8cb2cd39d9dec4be96ae3b5240e,3495
21,10,Campo Belo,-23.6188,-46.6823,20,26382,15,57,27,REABASTECER,4,2019-6-8,65,9af259a86bcb7e7c62c598f2af311676,1-424a01b1241c2dc27c973ed3f10f3b81,15638
11,40,Campo Belo,-23.6188,-46.6823,36,25601,58,9,24,REABASTECER,43,2019-8-26,56,9af259a86bcb7e7c62c598f2af65e8f2,1-678d9901eb1cf82cc6f599f616d147e1,15716
24,15,Eucaliptos,-23.61,-46.6686,39,22983,34,11,11,NORMAL,13,2018-6-26,65,9af259a86bcb7e7c62c598f2afdfc367,1-5ded6bcf53807ebc740c106fd0dbfe4e,16016
7,15,Tatuapé,-23.5402,-46.5765,21,69761,22,79,20,NORMAL,8,2018-1-28,65,9af80980f660df2de23fc9da48a8ed9b,1-caea07563579881c50ccf6352df8c7ad,5788
9,27,Tatuapé,-23.5402,-46.5765,36,68316,22,61,19,NORMAL,11,2018-2-8,58,9af80980f660df2de23fc9da48d12607,1-3e24c453d63536aa76234660fc3be11a,5798
38,11,Sé,-23.55,-46.6333,10,191507,61,47,23,NORMAL,25,2018-7-12,41,9b0edcd800ba122abb9377754cb74c11,1-333c7b2eb432f2efeded2c681c13da86,3792
38,12,Moema,-23.5489,-46.6388,6,18525,23,5,6,NORMAL,43,2018-9-14,17,9b10c0445c56dcd782b5259bc4507100,1-3276f8cce770e56ca80b7e185bdf456d,16814
38,5,Hospital São Paulo,-23.5984,-46.6455,5,24899,41,67,30,REABASTECER,15,2019-12-7,19,9b10c0445c56dcd782b5259bc49d1b7d,1-e27efd782bfbec90cd8d6c7a3698648e,16993
4,7,Tamanduateí,-23.59290,-46.5897,27,52294,42,1,2,NORMAL,5,2019-2-1,3,9b1c0f031b4b231e9a24b22e529819ff,1-a26ffb9b7b2763d70c539f85f01d4cea,3271
15,10,Tamanduateí,-23.59290,-46.5897,37,53229,50,59,16,REABASTECER,23,2019-2-21,4,9b1c0f031b4b231e9a24b22e529bb944,1-a0f9f03663b18aef7351b75837dbf140,3291
4,29,Barra Funda,-23.5542,-46.6707,7,147852,30,33,34,REABASTECER,35,2018-10-29,60,9b3a461347481b47717664e7996cbf4f,1-1d2e14985325deb660149e1e1a42cee0,5339
40,23,Ana Rosa,-23.5813,-46.6383,20,64691,65,74,43,NORMAL,37,2018-1-11,55,9b4294c0af2a1918c6693f2c020be6b5,1-c761dd8c7f88a316eacf5d08553db83b,11531
19,34,Eucaliptos,-23.61,-46.6686,9,25376,41,77,30,NORMAL,31,2018-2-17,24,9b4efe010a846459a4799320c3596629,1-39562ab7eecf511c98961ea229f06a7f,15887
23,30,Tamanduateí,-23.59290,-46.5897,26,50712,13,45,14,NORMAL,19,2018-10-10,22,9b558308fe078fea22aaad13e600f40d,1-4781e2aba6b20c72c1a39c26f5794a54,3160
16,14,Tamanduateí,-23.59290,-46.5897,37,51968,59,38,18,NORMAL,17,2019-1-28,24,9b558308fe078fea22aaad13e60b1e7e,1-18717d76bb7ee9623806251500276848,3268
19,25,Sé,-23.55,-46.6333,5,194929,33,16,7,REABASTECER,23,2018-4-5,26,9b558308fe078fea22aaad13e6d9b965,1-ace7c9e98c96b7f8f7d3014861ef30d8,3695
5,11,Sé,-23.55,-46.6333,37,193521,65,66,34,REABASTECER,5,2018-4-9,55,9b558308fe078fea22aaad13e6d9dd37,1-75f715a8b5be52f6abd045949069a37e,3699
43,3,Sé,-23.55,-46.6333,12,194368,9,12,28,REABASTECER,37,2018-6-28,61,9b558308fe078fea22aaad13e6e01054,1-23df71902013e8ae6955f819dc36cdeb,3778
17,33,Consolação,-23.5581,-46.6606,15,112807,39,86,13,NORMAL,35,2019-10-15,61,9b5f832fe602cb20ffc5313936279549,1-21563767c679869e545006c0e4f99d5e,2805
13,11,Vila Mariana,-23.5895,-46.6346,35,21184,26,27,2,REABASTECER,43,2018-7-17,19,9b64a44e63b02540e2b614390326e0d2,1-b9960ae51a7d25af291774a49c36a255,13877
43,20,Vila Mariana,-23.5895,-46.6346,39,21455,29,78,14,REABASTECER,37,2018-8-9,7,9b64a44e63b02540e2b614390326f6de,1-ffda93693ad7bc7f7b09f1f14df12f0e,13899
20,10,Vila Mariana,-23.5895,-46.6346,29,21074,30,35,10,NORMAL,30,2019-4-20,65,9b64a44e63b02540e2b614390362c9d3,1-3d8e8ae183ab542c4f2232c2cb45c58a,14150
11,25,Sé,-23.55,-46.6333,42,192376,65,63,41,NORMAL,17,2018-2-25,10,9b7717db8bfdf5e0d0edb4c10823970f,1-90ec9c0fdff88a26da025dfc02617c23,3655
20,21,Eucaliptos,-23.61,-46.6686,23,23580,6,34,17,NORMAL,40,2019-5-24,19,9b79401826c0f390c9c4671f418b9dd8,1-5c1414c43c2294ef48244de3f96f9ea3,16344
5,43,Eucaliptos,-23.61,-46.6686,18,21653,21,40,43,NORMAL,26,2019-6-19,36,9b79401826c0f390c9c4671f4196ce1d,1-cf57b4953b9a421960d62de4ad9aed66,16369
22,29,Moema,-23.5489,-46.6388,14,20370,5,64,24,REABASTECER,29,2018-4-10,0,9b79401826c0f390c9c4671f41a4f15a,1-a53c99cf48dac409b7141afacdd5cb55,16660
24,12,Hospital São Paulo,-23.5984,-46.6455,16,25384,31,15,13,NORMAL,43,2019-9-16,24,9b79401826c0f390c9c4671f41ae9ab9,1-4af71a8bee2d3080026871444e8630cf,16912
8,40,São Judas,-23.6255,-46.6411,9,15495,39,57,30,NORMAL,24,2019-3-4,46,9b7947cc82bea5145ae84bcb2e81d0c7,1-e546b5f9584dfa108edfc35d53bfa25f,13384
30,22,Luz,-23.5365,-46.6332,18,126995,53,49,13,NORMAL,38,2018-6-28,17,9b8549484ae99148466a50054ac174c0,1-b190a4703371bb1a415d02f40ef73cc3,10978
11,31,Luz,-23.5365,-46.6332,19,124680,37,68,32,REABASTECER,36,2018-7-24,6,9b8549484ae99148466a50054afa6899,1-be7f5bd81411d64989dd32b497e100cc,11004
39,25,Brás,-23.5451,-46.6162,2,71357,34,57,37,REABASTECER,35,2018-7-10,21,9b868e1a9da3a0ee7bee0ed4902ccea9,1-20c093c69bbeccf795a450792660f85b,4510
38,33,Brás,-23.5451,-46.6162,27,71573,43,73,8,NORMAL,20,2018-9-17,44,9b868e1a9da3a0ee7bee0ed490369279,1-836dac7717b3dc25b9270941f67376ea,4577
5,43,Brás,-23.5451,-46.6162,43,71235,17,16,8,REABASTECER,29,2018-11-6,41,9b868e1a9da3a0ee7bee0ed4903914b9,1-3784a546384a07d51726f923ae3ef138,4626
36,39,Brás,-23.5451,-46.6162,43,72904,48,43,10,NORMAL,15,2019-5-15,56,9b868e1a9da3a0ee7bee0ed4904e517a,1-61d0c6f27b03d686cb589cda7175f603,4815
6,18,Brás,-23.5451,-46.6162,14,70946,40,28,19,REABASTECER,17,2019-7-18,10,9b868e1a9da3a0ee7bee0ed4904ec628,1-fb0432a20b0f5a4fd27935b7dab99891,4878
38,31,Barra Funda,-23.5542,-46.6707,34,148271,27,54,43,NORMAL,36,2018-3-4,22,9b868e1a9da3a0ee7bee0ed4906abf3e,1-c088f63433581a52ba65cc3ae05a2462,5104
14,37,Campo Belo,-23.6188,-46.6823,35,25091,58,67,24,NORMAL,36,2019-7-23,20,9b8cf9c35135c5931f61186dbd28c88d,1-107912931f74430939b0ab5d5f3e30ce,15683
10,13,Consolação,-23.5581,-46.6606,43,114401,27,9,28,NORMAL,25,2019-5-15,39,9b967ef3577d05c2a3e5b78ba9604fff,1-c45a9438ae2be79e598ec1773c34942d,2655
43,22,Sé,-23.55,-46.6333,11,193360,53,20,37,REABASTECER,8,2018-3-7,4,9ba1dea0b2ed2c8671eab0c6dd345bfa,1-e6421077c744b0e45df1876caae5f5bf,3667
12,12,Vila Mariana,-23.5895,-46.6346,43,24779,15,69,4,REABASTECER,13,2019-3-20,6,9bba144c2f7e1d765d5ee5854d412a21,1-da8d1a3903b26814a21a97249a3559c6,14120
13,16,Vila Mariana,-23.5895,-46.6346,17,25009,59,61,38,NORMAL,22,2019-1-27,46,9bba144c2f7e1d765d5ee5854d871631,1-736442c4a16015a26d986cdad527e6b5,14067
14,23,Vila Mariana,-23.5895,-46.6346,33,25059,65,58,41,NORMAL,23,2019-2-7,46,9bba144c2f7e1d765d5ee5854d9e74e4,1-8b7732e44d819867becca4325fca966e,14077
12,10,Barra Funda,-23.5542,-46.6707,30,149068,11,3,8,REABASTECER,5,2019-1-1,23,9bbc845e3bb6969f629274c4c84b2463,1-aac0a73797040cbcc431d7d587e107ec,5401
15,41,Barra Funda,-23.5542,-46.6707,32,146993,33,6,24,REABASTECER,5,2019-1-30,4,9bbc845e3bb6969f629274c4c87cbdf5,1-40a78677625e05c1ea1a78d15548c5df,5430
9,7,Luz,-23.5365,-46.6332,43,124075,59,32,36,NORMAL,29,2018-12-16,45,9bbceac0ded857b8e23d6953d158b2e0,1-6317997b3e97c20b99619663eeedd3de,11146
29,12,Luz,-23.5365,-46.6332,17,124654,26,38,5,NORMAL,11,2019-12-13,33,9bbceac0ded857b8e23d6953d1bc8a0d,1-be01a419b4b072e283979f05c455c7b7,11503
38,24,Ana Rosa,-23.5813,-46.6383,25,66023,11,62,9,NORMAL,7,2018-1-21,51,9bbceac0ded857b8e23d6953d1dcd6e2,1-da4efd83791a7595bd9c377219755d0b,11541
30,43,Ana Rosa,-23.5813,-46.6383,27,66022,32,35,40,NORMAL,39,2018-5-2,31,9bbceac0ded857b8e23d6953d1e3e0b8,1-ce67b9e5221722e7967b595c8c073a0c,11642
11,6,Ana Rosa,-23.5813,-46.6383,8,65923,38,86,36,REABASTECER,38,2018-9-11,65,9bbceac0ded857b8e23d6953d1f49e88,1-d49348847c006285be85a5e18d53a345,11771
38,36,Butantã,-23.5844,-46.7252,6,67685,58,77,19,REABASTECER,43,2018-11-25,40,9bc1b6250f21f332890bd45a569adc70,1-d25a519b7348a199e2c8685949a10b68,9685
24,7,Butantã,-23.5844,-46.7252,26,66470,38,59,38,NORMAL,28,2019-4-3,12,9bc1b6250f21f332890bd45a56b4254d,1-2acc4183e220e979e2fe900e963204d5,9813
8,3,Luz,-23.5365,-46.6332,27,126982,57,17,3,NORMAL,17,2019-3-7,65,9bd524f98960ff4e2ccb86f619f0bd98,1-1f160762f61ea833ad5066d28ac07a7c,11227
41,12,Faria Lima,-23.5675,-46.6929,43,52643,11,79,5,REABASTECER,34,2019-7-11,29,9be8de1639244d67b7759d3df1555c07,1-d6e5f5ff0cda8c8c67a90f996650718d,8471
12,5,Pinheiros,-23.5664,-46.703,42,76494,42,12,34,REABASTECER,28,2018-1-17,18,9be8de1639244d67b7759d3df17bf0ca,1-9386673c7b0a8c5b64743311cfa5fdfb,8657
4,24,Pinheiros,-23.5664,-46.703,10,78545,28,68,37,REABASTECER,26,2018-3-21,39,9be8de1639244d67b7759d3df17c8266,1-4aed0154da616536a74a752d8a86b6c4,8721
24,43,Pinheiros,-23.5664,-46.703,17,76791,43,29,6,NORMAL,19,2018-6-16,48,9be8de1639244d67b7759d3df189e009,1-ee1a3659ecea5a14dc81570b84f778da,8806
19,39,Brooklin,-23.6263,-46.6878,11,27172,22,69,26,NORMAL,17,2018-5-27,57,9c0c51821cae962bf100044cbd7d4227,1-a3a9b17628c4dde808931c6788a97509,14547
16,32,Brooklin,-23.6263,-46.6878,19,28177,48,19,3,REABASTECER,27,2019-9-1,33,9c0c51821cae962bf100044cbd8062e7,1-f4bc17665e9e69e9ae5072ee6b64b8ac,15001
18,23,Vila Mariana,-23.5895,-46.6346,14,24930,54,6,38,REABASTECER,3,2018-4-9,40,9c10e845a0bf434981ee29695cba4732,1-a3c8ad1f2f7c28dba8fc6dc1dba05a9e,13779
29,22,São Judas,-23.6255,-46.6411,9,14322,6,19,32,REABASTECER,31,2019-10-26,23,9c10e845a0bf434981ee29695ccf95bb,1-0c36473e8b45f5711f419ab09cfce1c8,13616
25,30,Luz,-23.5365,-46.6332,9,125501,65,42,6,NORMAL,39,2019-7-10,43,9c19edbac2db1263d2c364c8c100c402,1-fe4da88f723b6673dd5cd4ea8778cc10,11350
19,8,Luz,-23.5365,-46.6332,33,127272,27,86,43,NORMAL,43,2019-8-11,32,9c19edbac2db1263d2c364c8c109a624,1-1cb741cbee1504992d879f2bf8188e7d,11381
5,27,Luz,-23.5365,-46.6332,37,127589,25,43,32,NORMAL,19,2019-6-14,15,9c19edbac2db1263d2c364c8c1163538,1-26cbd4a882a3e30132f8f0d556a9fd09,11324
27,31,Luz,-23.5365,-46.6332,43,125362,56,62,43,NORMAL,37,2019-9-3,50,9c19edbac2db1263d2c364c8c1203cf8,1-75270d64c7d79cb89367e986a878e30e,11403
22,25,Luz,-23.5365,-46.6332,23,125825,63,66,9,NORMAL,43,2019-11-13,53,9c19edbac2db1263d2c364c8c13b1037,1-ad444bf11dcf6983c06239a511b3b9be,11473
28,8,Ana Rosa,-23.5813,-46.6383,36,67117,40,53,5,REABASTECER,19,2018-3-17,54,9c19edbac2db1263d2c364c8c19a53da,1-4d4610d41077ccecb90461d71cf7767a,11597
34,24,Ana Rosa,-23.5813,-46.6383,11,67056,38,9,6,NORMAL,8,2018-4-8,59,9c19edbac2db1263d2c364c8c19e0dd7,1-a5298695e04eb6b5fff566363a6fcd75,11618
4,13,Ana Rosa,-23.5813,-46.6383,11,64114,15,25,25,NORMAL,15,2018-7-22,50,9c19edbac2db1263d2c364c8c19e2057,1-d5d8daa4d4c22c58fa13ac503929929b,11722
11,37,Ana Rosa,-23.5813,-46.6383,9,67229,17,17,30,NORMAL,24,2018-6-17,45,9c19edbac2db1263d2c364c8c1c7a200,1-b44805821cf281f0a7a5ca9d9c1a32cf,11687
13,40,Ana Rosa,-23.5813,-46.6383,28,63928,34,27,27,REABASTECER,19,2018-10-5,4,9c19edbac2db1263d2c364c8c1e634be,1-ccc6fae3808cfedb2a742b0b2f5d579f,11795
16,17,Ana Rosa,-23.5813,-46.6383,30,65182,49,54,30,NORMAL,43,2018-11-19,26,9c19edbac2db1263d2c364c8c1e9d738,1-e430b41af25500c24a2818358b2680e2,11839
33,12,Faria Lima,-23.5675,-46.6929,14,52108,65,77,22,NORMAL,16,2019-10-10,47,9c1d87d61cf2809d7ce2de3be768b0a2,1-9a6bf6d70fbacf36b89728b20b2f1f55,8560
6,32,Pinheiros,-23.5664,-46.703,22,77333,35,62,41,NORMAL,16,2018-5-5,59,9c1d87d61cf2809d7ce2de3be77f182d,1-1472b263e5e5b6062d4237e81e1b1f4c,8765
20,29,Pinheiros,-23.5664,-46.703,27,76902,53,55,2,NORMAL,22,2018-6-4,65,9c1d87d61cf2809d7ce2de3be781a2aa,1-f6440ce9c7b6d730fcb3ade3596317f0,8794
36,17,Pinheiros,-23.5664,-46.703,20,78548,6,39,16,REABASTECER,43,2018-8-6,56,9c1d87d61cf2809d7ce2de3be78826b9,1-dec36ee5d1ec88a6b1bcfdf9dd3d06f7,8856
5,32,Pinheiros,-23.5664,-46.703,30,77636,22,34,9,NORMAL,34,2019-4-14,43,9c1d87d61cf2809d7ce2de3be7ad14a9,1-dd49d0d2ed62a8445cc8ae235d394df0,9104
8,18,Pinheiros,-23.5664,-46.703,38,79724,26,20,4,REABASTECER,29,2019-10-6,15,9c1d87d61cf2809d7ce2de3be7ccbbbb,1-8f480838ae95a209d6b25cd71b60186b,9276
27,39,Pinheiros,-23.5664,-46.703,10,78328,43,74,37,REABASTECER,29,2019-11-26,0,9c1d87d61cf2809d7ce2de3be7d861d3,1-475fbb30f1fbe870a72e775c2c76a93c,9326
21,7,Butantã,-23.5844,-46.7252,10,66129,21,48,19,REABASTECER,27,2018-6-6,7,9c1d87d61cf2809d7ce2de3be7f06f6f,1-83c68385d21950595958411a3cbc0bc4,9516
29,1,Butantã,-23.5844,-46.7252,43,66175,41,24,22,REABASTECER,43,2018-7-5,11,9c1d87d61cf2809d7ce2de3be7f2ce2a,1-f5496e22dc936935a31298b14c934e46,9545
23,19,Butantã,-23.5844,-46.7252,43,66096,7,77,23,REABASTECER,31,2018-9-23,30,9c1d87d61cf2809d7ce2de3be7fe93b6,1-2fabe142983572f82ac7884d55fa1067,9623
29,23,Moema,-23.5489,-46.6388,11,20356,56,86,2,REABASTECER,23,2018-10-20,44,9c27bc4d4f0aa18848039dd8b0416e2e,1-58ad64cf3bb3be115de258c05bba6ded,16850
9,5,Moema,-23.5489,-46.6388,30,19492,28,63,18,NORMAL,3,2018-10-14,20,9c27bc4d4f0aa18848039dd8b0416f5c,1-6174bcfd69b3d1a12faca68d864cf7cd,16844
21,34,Hospital São Paulo,-23.5984,-46.6455,5,26367,65,77,3,NORMAL,34,2019-12-24,42,9c27bc4d4f0aa18848039dd8b049cd77,1-0ba3f98c83d87bd08f74cc5ca7e7f876,17010
23,4,Moema,-23.5489,-46.6388,18,17126,50,22,5,NORMAL,22,2018-11-14,11,9c27bc4d4f0aa18848039dd8b049f2ee,1-977da65b0c877625dca234e1763b2176,16874
20,6,Moema,-23.5489,-46.6388,27,17219,39,73,37,NORMAL,21,2018-11-25,52,9c27bc4d4f0aa18848039dd8b04c430a,1-0854d4a0b9a1ff6ce7b98b6c72b069ef,16885
29,19,Hospital São Paulo,-23.5984,-46.6455,33,24135,17,78,13,NORMAL,20,2019-11-18,15,9c27bc4d4f0aa18848039dd8b078f067,1-b5ae0347900e98aa3135e84895198185,16974
16,7,Paraíso,-23.57677,-46.63933,22,71081,14,13,37,REABASTECER,36,2018-5-29,1,9c27bc4d4f0aa18848039dd8b0c29c6a,1-4fb8c6114a467727e5e027a3990b743d,149
18,28,Paraíso,-23.57677,-46.63933,39,71412,52,9,36,REABASTECER,16,2018-3-10,31,9c27bc4d4f0aa18848039dd8b0cbeb10,1-a9fd9aad1289ae53ff0aa539d1b5ee03,70
29,40,Paraíso,-23.57677,-46.63933,21,73626,35,65,21,NORMAL,7,2018-9-1,36,9c27bc4d4f0aa18848039dd8b0da8905,1-3c33bfc5c9b29677179e0850fa68f104,241
43,32,Paraíso,-23.57677,-46.63933,31,73798,2,86,39,REABASTECER,21,2018-10-10,42,9c27bc4d4f0aa18848039dd8b0eac8f5,1-f29c56782c586291676df1b594f87d41,280
26,21,Paraíso,-23.57677,-46.63933,15,73027,27,76,43,NORMAL,43,2018-6-19,65,9c27bc4d4f0aa18848039dd8b0f33f07,1-4a78ffce86a307d77aca63394d9ae692,169
24,16,Brooklin,-23.6263,-46.6878,43,27551,65,28,15,NORMAL,34,2018-12-18,19,9c546acebf110c4316a56cce311f80f6,1-0481dde72df3bce5755e9acf7b8ee4f0,14748
14,32,Brooklin,-23.6263,-46.6878,15,26293,15,67,18,NORMAL,37,2019-1-9,65,9c546acebf110c4316a56cce313590f0,1-68bf95e484f768375fc59894c622034a,14769
5,33,Campo Belo,-23.6188,-46.6823,33,23354,15,39,23,REABASTECER,43,2018-10-17,58,9c546acebf110c4316a56cce3178a62c,1-aa279fde7e03f6a6e94637fa0dc25613,15407
23,29,Consolação,-23.5581,-46.6606,38,114931,24,19,25,NORMAL,38,2018-12-29,23,9c6bea4fb0e536ca9ff97882e2904eb1,1-8472dc5374e356d5fc8acb539fe5e208,2519
10,12,Consolação,-23.5581,-46.6606,43,115467,14,65,22,NORMAL,20,2019-4-4,24,9c6bea4fb0e536ca9ff97882e29777c7,1-9d4b358c1c6e56c94dd17a78a179fd33,2614
31,37,Consolação,-23.5581,-46.6606,13,111833,63,15,40,NORMAL,14,2019-8-29,60,9c6bea4fb0e536ca9ff97882e2b580cd,1-abe8c6b134abf7493f038babaf621a81,2759
34,22,Tamanduateí,-23.59290,-46.5897,22,49775,42,21,8,NORMAL,10,2018-4-27,65,9c6bea4fb0e536ca9ff97882e2b5a2fd,1-4b3a8bbe86e7531274722035eda2344e,2997
13,43,Consolação,-23.5581,-46.6606,27,113330,41,68,16,NORMAL,35,2019-8-13,37,9c6bea4fb0e536ca9ff97882e2e7688e,1-c0224a2f7e993fb045f707793857690c,2743
6,43,Luz,-23.5365,-46.6332,27,125560,51,9,43,NORMAL,11,2019-3-8,59,9c6c54e33a9e32dbe4d72801e397e369,1-136fc7624667ab44867db8c3c56ec62b,11228
14,8,Luz,-23.5365,-46.6332,39,124877,7,7,11,REABASTECER,16,2019-3-17,55,9c6c54e33a9e32dbe4d72801e3980b28,1-b0c64574da1ad2070061fd01479e4ac4,11237
28,19,Luz,-23.5365,-46.6332,36,127745,43,17,9,NORMAL,8,2019-8-9,48,9c6c54e33a9e32dbe4d72801e3c8512c,1-7d4f5c7bb0c10cbfe4019f57e1c843fa,11379
39,8,Luz,-23.5365,-46.6332,10,125297,14,73,6,REABASTECER,8,2019-9-11,61,9c6c54e33a9e32dbe4d72801e3da2498,1-8729d6ec4fdad5d223bd8b2fc7418856,11411
7,37,Ana Rosa,-23.5813,-46.6383,36,64392,24,5,20,NORMAL,14,2018-1-18,7,9c6c54e33a9e32dbe4d72801e3e6b9e4,1-dbd8926db3b06c97480320b9b3568947,11538
33,28,Higienópolis-Mackenzie,-23.5488,-46.6519,20,92186,24,74,7,NORMAL,13,2019-1-26,29,9c6cf3a084acb3b174f54fa374828655,1-372d5dd14bf0ad80fc5183456ed3e766,7586
22,38,Tatuapé,-23.5402,-46.5765,31,67568,65,86,30,NORMAL,34,2018-3-28,35,9c80041141cc5b08102374fc5ef6e1b5,1-58f4c973fa0f838bb121d77d78348f1c,5848
12,19,Eucaliptos,-23.61,-46.6686,16,23786,54,32,6,NORMAL,36,2019-12-3,44,9c9e6c8211ae8cd44f89fcce45a76b65,1-52ab7f6d2651bce80a9d7678d8df22f4,16533
26,37,Moema,-23.5489,-46.6388,26,19081,7,56,37,REABASTECER,38,2018-3-6,54,9c9e6c8211ae8cd44f89fcce45a7f777,1-6f91731e5038422cc66f84fbc8da7a2a,16626
43,33,Moema,-23.5489,-46.6388,26,20774,12,75,25,NORMAL,15,2018-7-7,57,9c9e6c8211ae8cd44f89fcce45a8b651,1-32202da837c7f443342b51edc92f5190,16747
7,35,Hospital São Paulo,-23.5984,-46.6455,39,26227,12,26,5,REABASTECER,40,2019-8-28,26,9c9e6c8211ae8cd44f89fcce45a9fae7,1-5a597813e393b9172f6f2fada78a49d9,16894
35,22,Hospital São Paulo,-23.5984,-46.6455,7,26201,14,46,21,NORMAL,27,2019-10-26,31,9c9e6c8211ae8cd44f89fcce45ab8ef0,1-37879991d867a5456ce40045b6524c5e,16952
4,39,Paraíso,-23.57677,-46.63933,18,73407,59,41,32,REABASTECER,19,2018-9-20,40,9c9e6c8211ae8cd44f89fcce45c26760,1-81ba3c5c667a558eacc0fbf150f4bc27,260
8,5,Paraíso,-23.57677,-46.63933,6,72155,26,75,37,NORMAL,22,2018-10-20,36,9c9e6c8211ae8cd44f89fcce45c5a733,1-2fdbc0d14d1ae6077d8b96593673435f,290
29,12,Paraíso,-23.57677,-46.63933,21,72290,44,13,13,NORMAL,21,2019-2-13,60,9c9e6c8211ae8cd44f89fcce45cecb97,1-d904a5acbaddc3455e61be82a1019f22,403
35,32,Paraíso,-23.57677,-46.63933,43,72593,65,65,13,NORMAL,35,2019-5-27,52,9c9e6c8211ae8cd44f89fcce45dbb728,1-515e0e6d579dca46ac2f254ce1b8b3f9,507
